"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-80.88,15.758,NA,"Eretmochelys imbricata"
"obis",-68.875,12.473,NA,"Eretmochelys imbricata"
"obis",-66.5,19.5,NA,"Eretmochelys imbricata"
"obis",-65.5,17.5,NA,"Eretmochelys imbricata"
"obis",-74.191,16.319,NA,"Eretmochelys imbricata"
"obis",-80.999,15.449,NA,"Eretmochelys imbricata"
"obis",59.5,21.5,NA,"Eretmochelys imbricata"
"obis",-72.303,12.145,NA,"Eretmochelys imbricata"
"obis",-70.37,11.978,NA,"Eretmochelys imbricata"
"obis",-87.5,18.5,NA,"Eretmochelys imbricata"
"obis",-68.309,12.26,NA,"Eretmochelys imbricata"
"obis",-68.688,13.6,NA,"Eretmochelys imbricata"
"obis",-79.991,14.766,NA,"Eretmochelys imbricata"
"obis",-69.356,12.162,NA,"Eretmochelys imbricata"
"obis",-65.21,18.199,NA,"Eretmochelys imbricata"
"obis",-75.618,17.709,NA,"Eretmochelys imbricata"
"obis",-82.5,0.5,NA,"Eretmochelys imbricata"
"obis",-75.695,17.705,NA,"Eretmochelys imbricata"
"obis",-77.27125,25.914067,NA,"Eretmochelys imbricata"
"obis",-81.5,16.5,NA,"Eretmochelys imbricata"
"obis",-75.675,17.681,NA,"Eretmochelys imbricata"
"obis",-75.775,17.717,NA,"Eretmochelys imbricata"
"obis",-64.192,18.615,NA,"Eretmochelys imbricata"
"obis",-75.706,17.727,NA,"Eretmochelys imbricata"
"obis",-70.941,14.64,NA,"Eretmochelys imbricata"
"obis",-74.128,16.18,NA,"Eretmochelys imbricata"
"obis",-75.889,14.27,NA,"Eretmochelys imbricata"
"obis",-67.19,17.204,NA,"Eretmochelys imbricata"
"obis",-70.74,16.95,NA,"Eretmochelys imbricata"
"obis",-65.302429,18.13073,NA,"Eretmochelys imbricata"
"obis",-75.641,17.703,NA,"Eretmochelys imbricata"
"obis",-44.5,6.5,NA,"Eretmochelys imbricata"
"obis",-79.451,16.049,NA,"Eretmochelys imbricata"
"obis",-82.5,11.5,NA,"Eretmochelys imbricata"
"obis",-68.944,14.954,NA,"Eretmochelys imbricata"
"obis",-64.143,18.605,NA,"Eretmochelys imbricata"
"obis",-80.88,15.448,NA,"Eretmochelys imbricata"
"obis",-75.859,17.742,NA,"Eretmochelys imbricata"
"obis",-73.92,17.467,NA,"Eretmochelys imbricata"
"obis",-79.882,16.012,NA,"Eretmochelys imbricata"
"obis",-74.445,11.102,NA,"Eretmochelys imbricata"
"obis",-68.298,12.173,NA,"Eretmochelys imbricata"
"obis",-75.631,17.715,NA,"Eretmochelys imbricata"
"obis",-86.5,21.5,NA,"Eretmochelys imbricata"
"obis",-87.57125,19.02527,NA,"Eretmochelys imbricata"
"obis",-64.094,18.525,NA,"Eretmochelys imbricata"
"obis",63.5,23.5,NA,"Eretmochelys imbricata"
"obis",-47.5,7.5,NA,"Eretmochelys imbricata"
"obis",144.763832,13.282353,11.4,"Eretmochelys imbricata"
"obis",-65.371364,18.108991,NA,"Eretmochelys imbricata"
"obis",-69.298,19.998,NA,"Eretmochelys imbricata"
"obis",-66.945,11.369,NA,"Eretmochelys imbricata"
"obis",-64.5,17.5,NA,"Eretmochelys imbricata"
"obis",-69.629,17.272,NA,"Eretmochelys imbricata"
"obis",-75.669,17.71,NA,"Eretmochelys imbricata"
"obis",51.5,25.5,NA,"Eretmochelys imbricata"
"obis",-81.05,15.433,NA,"Eretmochelys imbricata"
"obis",-65.5,11.5,NA,"Eretmochelys imbricata"
"obis",58.5,19.5,NA,"Eretmochelys imbricata"
"obis",-65.839,13.545,NA,"Eretmochelys imbricata"
"obis",-75.681,17.71,NA,"Eretmochelys imbricata"
"obis",-75.5,15.5,NA,"Eretmochelys imbricata"
"obis",-87.56877,19.03138,NA,"Eretmochelys imbricata"
"obis",-68.923,20.18,NA,"Eretmochelys imbricata"
"obis",-73.853,14.875,NA,"Eretmochelys imbricata"
"obis",-68.289,12.156,NA,"Eretmochelys imbricata"
"obis",-71.106,12.629,NA,"Eretmochelys imbricata"
"obis",-71.092,18.021,NA,"Eretmochelys imbricata"
"obis",-68.5,14.5,NA,"Eretmochelys imbricata"
"obis",-69.046,14.362,NA,"Eretmochelys imbricata"
"obis",-75.641,17.702,NA,"Eretmochelys imbricata"
"obis",-68.645,12.187,NA,"Eretmochelys imbricata"
"obis",-70.894,17.452,NA,"Eretmochelys imbricata"
"obis",-74.422,11.141,NA,"Eretmochelys imbricata"
"obis",-87.70112,18.71992,NA,"Eretmochelys imbricata"
"obis",-68.35,12.052,NA,"Eretmochelys imbricata"
"obis",-66.782,11.702,NA,"Eretmochelys imbricata"
"obis",-70.752,14.532,NA,"Eretmochelys imbricata"
"obis",-78.5,14.5,NA,"Eretmochelys imbricata"
"obis",-75.659,17.69,NA,"Eretmochelys imbricata"
"obis",-69.653,13.245,NA,"Eretmochelys imbricata"
"obis",-71.095,13.843,NA,"Eretmochelys imbricata"
"obis",-75.608,17.705,NA,"Eretmochelys imbricata"
"obis",-75.64,17.702,NA,"Eretmochelys imbricata"
"obis",-75.652,17.694,NA,"Eretmochelys imbricata"
"obis",-68.423,12.246,NA,"Eretmochelys imbricata"
"obis",-35.5,-9.5,NA,"Eretmochelys imbricata"
"obis",-80.417,16.111,NA,"Eretmochelys imbricata"
"obis",-75.903,17.813,NA,"Eretmochelys imbricata"
"obis",-69.138,15.772,NA,"Eretmochelys imbricata"
"obis",-74.422,13.708,NA,"Eretmochelys imbricata"
"obis",-66.435,17.873,NA,"Eretmochelys imbricata"
"obis",-75.649,17.699,NA,"Eretmochelys imbricata"
"obis",-76.082,17.653,NA,"Eretmochelys imbricata"
"obis",-75.65,17.706,NA,"Eretmochelys imbricata"
"obis",-81.5,17.5,NA,"Eretmochelys imbricata"
"obis",-68.33,12.144,NA,"Eretmochelys imbricata"
"obis",-75.652,17.711,NA,"Eretmochelys imbricata"
"obis",-80.065,16.004,NA,"Eretmochelys imbricata"
"obis",-69.441,12.421,NA,"Eretmochelys imbricata"
"obis",-69.956,12.328,NA,"Eretmochelys imbricata"
"obis",-68.458,12.69,NA,"Eretmochelys imbricata"
"obis",-89.924167,21.645167,NA,"Eretmochelys imbricata"
"obis",-65.071,16.281,NA,"Eretmochelys imbricata"
"obis",-64.929,18.267,NA,"Eretmochelys imbricata"
"obis",-75.5,12.5,NA,"Eretmochelys imbricata"
"obis",-67.55,16.766,NA,"Eretmochelys imbricata"
"obis",-69.5,12.5,NA,"Eretmochelys imbricata"
"obis",-74.206,16.945,NA,"Eretmochelys imbricata"
"obis",-66.947,11.288,NA,"Eretmochelys imbricata"
"obis",-69.09,14.575,NA,"Eretmochelys imbricata"
"obis",-71.723,15.529,NA,"Eretmochelys imbricata"
"obis",-67.545,15.221,NA,"Eretmochelys imbricata"
"obis",-76.095,17.638,NA,"Eretmochelys imbricata"
"obis",-42.5,-1.5,NA,"Eretmochelys imbricata"
"obis",-64.398,18.467,NA,"Eretmochelys imbricata"
"obis",-87.70563,18.702,NA,"Eretmochelys imbricata"
"obis",-68.304,12.17,NA,"Eretmochelys imbricata"
"obis",-68.49,12.15,NA,"Eretmochelys imbricata"
"obis",-67.174,13.865,NA,"Eretmochelys imbricata"
"obis",-65.701,11.175,NA,"Eretmochelys imbricata"
"obis",-75.611,17.735,NA,"Eretmochelys imbricata"
"obis",-79.929,15.989,NA,"Eretmochelys imbricata"
"obis",-72.44,11.95,NA,"Eretmochelys imbricata"
"obis",-78.196,14.899,NA,"Eretmochelys imbricata"
"obis",-68.304,12.179,NA,"Eretmochelys imbricata"
"obis",-75.707,17.697,NA,"Eretmochelys imbricata"
"obis",-72.112,15.571,NA,"Eretmochelys imbricata"
"obis",-68.294,12.163,NA,"Eretmochelys imbricata"
"obis",-75.708,17.702,NA,"Eretmochelys imbricata"
"obis",-75.302,17.315,NA,"Eretmochelys imbricata"
"obis",-79.055,15.194,NA,"Eretmochelys imbricata"
"obis",-64.674,18.28,NA,"Eretmochelys imbricata"
"obis",-69.842,12.542,NA,"Eretmochelys imbricata"
"obis",-67.556,15.861,NA,"Eretmochelys imbricata"
"obis",-76.488,14.409,NA,"Eretmochelys imbricata"
"obis",-71.601,13.201,NA,"Eretmochelys imbricata"
"obis",-77.871,14.847,NA,"Eretmochelys imbricata"
"obis",52.5,26.5,NA,"Eretmochelys imbricata"
"obis",-75.639,17.718,NA,"Eretmochelys imbricata"
"obis",-75.687,17.716,NA,"Eretmochelys imbricata"
"obis",-75.641,17.675,NA,"Eretmochelys imbricata"
"obis",-80.548,16.017,NA,"Eretmochelys imbricata"
"obis",-67.794,14.939,NA,"Eretmochelys imbricata"
"obis",-27.5,-14.5,NA,"Eretmochelys imbricata"
"obis",-67.928,11.425,NA,"Eretmochelys imbricata"
"obis",-73.249,11.465,NA,"Eretmochelys imbricata"
"obis",-82.5,13.5,NA,"Eretmochelys imbricata"
"obis",-80.95,16.089,NA,"Eretmochelys imbricata"
"obis",-68.279,12.149,NA,"Eretmochelys imbricata"
"obis",-68.409,12.304,NA,"Eretmochelys imbricata"
"obis",-74.523,11.056,NA,"Eretmochelys imbricata"
"obis",-68.312,12.173,NA,"Eretmochelys imbricata"
"obis",-106.5,21.5,NA,"Eretmochelys imbricata"
"obis",-74.33,11.112,NA,"Eretmochelys imbricata"
"obis",-66.724,11.831,NA,"Eretmochelys imbricata"
"obis",-75.704,17.752,NA,"Eretmochelys imbricata"
"obis",-65.042,13.602,NA,"Eretmochelys imbricata"
"obis",-76.5,14.5,NA,"Eretmochelys imbricata"
"obis",-70.5,13.5,NA,"Eretmochelys imbricata"
"obis",-78.277,14.885,NA,"Eretmochelys imbricata"
"obis",-177.8903,-29.2528,NA,"Eretmochelys imbricata"
"obis",62.5,24.5,NA,"Eretmochelys imbricata"
"obis",-75.598,17.747,NA,"Eretmochelys imbricata"
"obis",-35.5,-15.5,NA,"Eretmochelys imbricata"
"obis",-75.5,22.5,NA,"Eretmochelys imbricata"
"obis",78.5,-5.5,NA,"Eretmochelys imbricata"
"obis",-89.75,21.585,NA,"Eretmochelys imbricata"
"obis",-73.79,17.751,NA,"Eretmochelys imbricata"
"obis",-75.374,17.958,NA,"Eretmochelys imbricata"
"obis",-75.587,17.707,NA,"Eretmochelys imbricata"
"obis",-75.645,17.7,NA,"Eretmochelys imbricata"
"obis",-66.694,13.948,NA,"Eretmochelys imbricata"
"obis",-76.11,17.706,NA,"Eretmochelys imbricata"
"obis",-107.5,9.5,NA,"Eretmochelys imbricata"
"obis",-71.802,15.55,NA,"Eretmochelys imbricata"
"obis",-74.394,11.067,NA,"Eretmochelys imbricata"
"obis",-75.66,17.718,NA,"Eretmochelys imbricata"
"obis",-77.5,17.5,NA,"Eretmochelys imbricata"
"obis",-70.521,17.426,NA,"Eretmochelys imbricata"
"obis",-79.628,16.164,NA,"Eretmochelys imbricata"
"obis",-68.723,18.984,NA,"Eretmochelys imbricata"
"obis",-70.126,15.827,NA,"Eretmochelys imbricata"
"obis",-74.811,17.099,NA,"Eretmochelys imbricata"
"obis",-111.5,8.5,NA,"Eretmochelys imbricata"
"obis",-65.292917,18.149417,NA,"Eretmochelys imbricata"
"obis",-73.909,13.664,NA,"Eretmochelys imbricata"
"obis",-75.645,17.752,NA,"Eretmochelys imbricata"
"obis",-76.988033,26.498417,NA,"Eretmochelys imbricata"
"obis",-62.5,17.5,NA,"Eretmochelys imbricata"
"obis",-68.916,12.527,NA,"Eretmochelys imbricata"
"obis",-75.492,17.726,NA,"Eretmochelys imbricata"
"obis",-76.695,18.531,NA,"Eretmochelys imbricata"
"obis",-74.5,11.5,NA,"Eretmochelys imbricata"
"obis",-68.169,11.542,NA,"Eretmochelys imbricata"
"obis",-74.448,11.061,NA,"Eretmochelys imbricata"
"obis",-68.816,12.384,NA,"Eretmochelys imbricata"
"obis",-75.849,17.846,NA,"Eretmochelys imbricata"
"obis",40.5,16.5,NA,"Eretmochelys imbricata"
"obis",-74.456,11.11,NA,"Eretmochelys imbricata"
"obis",-75.61,17.723,NA,"Eretmochelys imbricata"
"obis",-74.032,11.372,NA,"Eretmochelys imbricata"
"obis",-70.124,17.126,NA,"Eretmochelys imbricata"
"obis",-110.5,24.5,NA,"Eretmochelys imbricata"
"obis",-70.5,21.5,NA,"Eretmochelys imbricata"
"obis",-79.946,16.038,NA,"Eretmochelys imbricata"
"obis",-75.318,17.883,NA,"Eretmochelys imbricata"
"obis",-87.4624,20.0248,NA,"Eretmochelys imbricata"
"obis",-81.5,15.5,NA,"Eretmochelys imbricata"
"obis",-80.485,16.08,NA,"Eretmochelys imbricata"
"obis",-78.066,14.815,NA,"Eretmochelys imbricata"
"obis",-75.659,17.702,NA,"Eretmochelys imbricata"
"obis",-72.862,11.781,NA,"Eretmochelys imbricata"
"obis",-81.5,11.5,NA,"Eretmochelys imbricata"
"obis",-81.5,13.5,NA,"Eretmochelys imbricata"
"obis",-66.969,14.232,NA,"Eretmochelys imbricata"
"obis",-75.583,17.739,NA,"Eretmochelys imbricata"
"obis",-75.599,17.751,NA,"Eretmochelys imbricata"
"obis",-86.5,5.5,NA,"Eretmochelys imbricata"
"obis",-80.444,16.061,NA,"Eretmochelys imbricata"
"obis",-73.5,16.5,NA,"Eretmochelys imbricata"
"obis",-73.181,13.702,NA,"Eretmochelys imbricata"
"obis",62.5,23.5,NA,"Eretmochelys imbricata"
"obis",-64.148,18.672,NA,"Eretmochelys imbricata"
"obis",-74.452,11.092,NA,"Eretmochelys imbricata"
"obis",-74.627,11.225,NA,"Eretmochelys imbricata"
"obis",86.5,17.5,NA,"Eretmochelys imbricata"
"obis",-68.335,12.153,NA,"Eretmochelys imbricata"
"obis",52.5,24.5,NA,"Eretmochelys imbricata"
"obis",-74.4,11.041,NA,"Eretmochelys imbricata"
"obis",-75.597,17.684,NA,"Eretmochelys imbricata"
"obis",-78.344,15.006,NA,"Eretmochelys imbricata"
"obis",-64.551,18.318,NA,"Eretmochelys imbricata"
"obis",-75.444,17.779,NA,"Eretmochelys imbricata"
"obis",-69.354,12.477,NA,"Eretmochelys imbricata"
"obis",-74.429,11.068,NA,"Eretmochelys imbricata"
"obis",-70.536,12.013,NA,"Eretmochelys imbricata"
"obis",-15.5,-11.5,NA,"Eretmochelys imbricata"
"obis",-64.197,18.619,NA,"Eretmochelys imbricata"
"obis",-75.487,17.648,NA,"Eretmochelys imbricata"
"obis",-74.433,11.101,NA,"Eretmochelys imbricata"
"obis",-79.842,16.018,NA,"Eretmochelys imbricata"
"obis",-83.183667,8.618467,NA,"Eretmochelys imbricata"
"obis",-71.5,13.5,NA,"Eretmochelys imbricata"
"obis",-70.507,13.938,NA,"Eretmochelys imbricata"
"obis",-71.765,14.382,NA,"Eretmochelys imbricata"
"obis",-64.149,18.602,NA,"Eretmochelys imbricata"
"obis",-78.001,14.865,NA,"Eretmochelys imbricata"
"obis",-75.723,17.833,NA,"Eretmochelys imbricata"
"obis",-70.5,16.5,NA,"Eretmochelys imbricata"
"obis",-68.022,14.71,NA,"Eretmochelys imbricata"
"obis",-68.307,12.172,NA,"Eretmochelys imbricata"
"obis",-76.718,14.364,NA,"Eretmochelys imbricata"
"obis",-75.474,14.998,NA,"Eretmochelys imbricata"
"obis",-69.129,15.727,NA,"Eretmochelys imbricata"
"obis",-69.293,12.457,NA,"Eretmochelys imbricata"
"obis",-75.639,17.71,NA,"Eretmochelys imbricata"
"obis",-80.46,16.089,NA,"Eretmochelys imbricata"
"obis",-74.579,14.203,NA,"Eretmochelys imbricata"
"obis",-70.5,12.5,NA,"Eretmochelys imbricata"
"obis",-75.52,17.739,NA,"Eretmochelys imbricata"
"obis",-65.424815,18.104319,NA,"Eretmochelys imbricata"
"obis",-68.513,12.594,NA,"Eretmochelys imbricata"
"obis",-113.5,30.5,NA,"Eretmochelys imbricata"
"obis",-69.197,15.788,NA,"Eretmochelys imbricata"
"obis",-79.954,15.991,NA,"Eretmochelys imbricata"
"obis",-69.874,12.312,NA,"Eretmochelys imbricata"
"obis",86.5,-1.5,NA,"Eretmochelys imbricata"
"obis",-95.5,21.5,NA,"Eretmochelys imbricata"
"obis",-68.249,12.975,NA,"Eretmochelys imbricata"
"obis",-71.5,16.5,NA,"Eretmochelys imbricata"
"obis",-66.83,11.92,NA,"Eretmochelys imbricata"
"obis",-87.4623,20.0184,NA,"Eretmochelys imbricata"
"obis",-67.667,12.414,NA,"Eretmochelys imbricata"
"obis",-78.379,15.015,NA,"Eretmochelys imbricata"
"obis",-75.61,17.712,NA,"Eretmochelys imbricata"
"obis",-38.5,-14.5,NA,"Eretmochelys imbricata"
"obis",-75.611,17.72,NA,"Eretmochelys imbricata"
"obis",-80.5,16.5,NA,"Eretmochelys imbricata"
"obis",-70.121,13.124,NA,"Eretmochelys imbricata"
"obis",-75.281,14.935,NA,"Eretmochelys imbricata"
"obis",-74.652,13.808,NA,"Eretmochelys imbricata"
"obis",-77.238517,25.842183,NA,"Eretmochelys imbricata"
"obis",-75.811,17.686,NA,"Eretmochelys imbricata"
"obis",-74.445,11.043,NA,"Eretmochelys imbricata"
"obis",-75.522,17.673,NA,"Eretmochelys imbricata"
"obis",-65.303912,18.143742,NA,"Eretmochelys imbricata"
"obis",-74.11,13.688,NA,"Eretmochelys imbricata"
"obis",-91.5,12.5,NA,"Eretmochelys imbricata"
"obis",-70.554,13.581,NA,"Eretmochelys imbricata"
"obis",-80.905,15.528,NA,"Eretmochelys imbricata"
"obis",-78.148,14.949,NA,"Eretmochelys imbricata"
"obis",-87.56522,19.03938,NA,"Eretmochelys imbricata"
"obis",-68.303,12.098,NA,"Eretmochelys imbricata"
"obis",-68.323,12.172,NA,"Eretmochelys imbricata"
"obis",-67.5,17.5,NA,"Eretmochelys imbricata"
"obis",-64.671,18.283,NA,"Eretmochelys imbricata"
"obis",-70.058,12.315,NA,"Eretmochelys imbricata"
"obis",-87.57583,19.01,NA,"Eretmochelys imbricata"
"obis",-68.314,12.174,NA,"Eretmochelys imbricata"
"obis",-69.5,17.5,NA,"Eretmochelys imbricata"
"obis",-75.515,17.768,NA,"Eretmochelys imbricata"
"obis",-75.682,17.61,NA,"Eretmochelys imbricata"
"obis",-68.022,14.51,NA,"Eretmochelys imbricata"
"obis",-67.541,16.902,NA,"Eretmochelys imbricata"
"obis",-68.756,12.482,NA,"Eretmochelys imbricata"
"obis",-80.55,16.11,NA,"Eretmochelys imbricata"
"obis",-87.56807,19.03218,NA,"Eretmochelys imbricata"
"obis",-68.803,20.1,NA,"Eretmochelys imbricata"
"obis",-74.468,11.058,NA,"Eretmochelys imbricata"
"obis",-66.749,11.313,NA,"Eretmochelys imbricata"
"obis",-63.5,17.5,NA,"Eretmochelys imbricata"
"obis",-80.493,16.074,NA,"Eretmochelys imbricata"
"obis",-68.848,19.203,NA,"Eretmochelys imbricata"
"obis",-68.361,12.186,NA,"Eretmochelys imbricata"
"obis",-66.163,13.996,NA,"Eretmochelys imbricata"
"obis",-68.958,17.06,NA,"Eretmochelys imbricata"
"obis",-68.804,20.096,NA,"Eretmochelys imbricata"
"obis",-75.609,17.682,NA,"Eretmochelys imbricata"
"obis",-79.727,15.887,NA,"Eretmochelys imbricata"
"obis",-78.49,14.78,NA,"Eretmochelys imbricata"
"obis",51.5,26.5,NA,"Eretmochelys imbricata"
"obis",-67.5,13.5,NA,"Eretmochelys imbricata"
"obis",-79.407,15.896,NA,"Eretmochelys imbricata"
"obis",-75.684,17.684,NA,"Eretmochelys imbricata"
"obis",-74.5,15.5,NA,"Eretmochelys imbricata"
"obis",-93.5,12.5,NA,"Eretmochelys imbricata"
"obis",-69.563,12.4,NA,"Eretmochelys imbricata"
"obis",-91.5,22.5,NA,"Eretmochelys imbricata"
"obis",-65.66,14.436,NA,"Eretmochelys imbricata"
"obis",-64.895,18.278,NA,"Eretmochelys imbricata"
"obis",-71.927,13.375,NA,"Eretmochelys imbricata"
"obis",-72.203,12.257,NA,"Eretmochelys imbricata"
"obis",-73.891,17.929,NA,"Eretmochelys imbricata"
"obis",-69.153,20.207,NA,"Eretmochelys imbricata"
"obis",-68.71,12.707,NA,"Eretmochelys imbricata"
"obis",-69.745,12.787,NA,"Eretmochelys imbricata"
"obis",-75.536,17.651,NA,"Eretmochelys imbricata"
"obis",-72.474,13.493,NA,"Eretmochelys imbricata"
"obis",-75.525,17.732,NA,"Eretmochelys imbricata"
"obis",-76.96075,26.541067,NA,"Eretmochelys imbricata"
"obis",-68.359,12.15,NA,"Eretmochelys imbricata"
"obis",-74.473,11.045,NA,"Eretmochelys imbricata"
"obis",-65.794,13.499,NA,"Eretmochelys imbricata"
"obis",-87.71445,18.66708,NA,"Eretmochelys imbricata"
"obis",-74.43,11.091,NA,"Eretmochelys imbricata"
"obis",-65.036,18.527,NA,"Eretmochelys imbricata"
"obis",-68.309,12.169,NA,"Eretmochelys imbricata"
"obis",-64.988,13.968,NA,"Eretmochelys imbricata"
"obis",-68.586,20.002,NA,"Eretmochelys imbricata"
"obis",-78.423,14.918,NA,"Eretmochelys imbricata"
"obis",-67.162,10.91,NA,"Eretmochelys imbricata"
"obis",-74.215,16.781,NA,"Eretmochelys imbricata"
"obis",-75.693,17.714,NA,"Eretmochelys imbricata"
"obis",-65.819,13.531,NA,"Eretmochelys imbricata"
"obis",-75.555,17.77,NA,"Eretmochelys imbricata"
"obis",-69.5,13.5,NA,"Eretmochelys imbricata"
"obis",-72.327,15.616,NA,"Eretmochelys imbricata"
"obis",-70.64,17.774,NA,"Eretmochelys imbricata"
"obis",102.5,1.5,NA,"Eretmochelys imbricata"
"obis",-77.789,14.819,NA,"Eretmochelys imbricata"
"obis",-69.565,12.4,NA,"Eretmochelys imbricata"
"obis",-69.841,12.354,NA,"Eretmochelys imbricata"
"obis",-74.435,11.089,NA,"Eretmochelys imbricata"
"obis",-69.007,14.294,NA,"Eretmochelys imbricata"
"obis",-69.649,16.558,NA,"Eretmochelys imbricata"
"obis",-70.297,11.959,NA,"Eretmochelys imbricata"
"obis",-70.367,11.945,NA,"Eretmochelys imbricata"
"obis",-68.815,12.475,NA,"Eretmochelys imbricata"
"obis",-71.678,13.241,NA,"Eretmochelys imbricata"
"obis",-87.4532,19.9928,NA,"Eretmochelys imbricata"
"obis",-82.5,15.5,NA,"Eretmochelys imbricata"
"obis",-109.5,25.5,NA,"Eretmochelys imbricata"
"obis",-77.812,14.798,NA,"Eretmochelys imbricata"
"obis",-75.62,17.737,NA,"Eretmochelys imbricata"
"obis",-75.694,17.7,NA,"Eretmochelys imbricata"
"obis",54.5,24.5,NA,"Eretmochelys imbricata"
"obis",-64.24,18.594,NA,"Eretmochelys imbricata"
"obis",-75.561,17.685,NA,"Eretmochelys imbricata"
"obis",-87.71259,18.68092,NA,"Eretmochelys imbricata"
"obis",-75.647,17.716,NA,"Eretmochelys imbricata"
"obis",-87.71884,18.63473,NA,"Eretmochelys imbricata"
"obis",-68.847,20.109,NA,"Eretmochelys imbricata"
"obis",-68.359,12.207,NA,"Eretmochelys imbricata"
"obis",-94.5,12.5,NA,"Eretmochelys imbricata"
"obis",-75.716,17.715,NA,"Eretmochelys imbricata"
"obis",-64.139,18.634,NA,"Eretmochelys imbricata"
"obis",-68.416,12.206,NA,"Eretmochelys imbricata"
"obis",-71.098,13.077,NA,"Eretmochelys imbricata"
"obis",-65.5,18.5,NA,"Eretmochelys imbricata"
"obis",-64.635,18.288,NA,"Eretmochelys imbricata"
"obis",-74.374,11.079,NA,"Eretmochelys imbricata"
"obis",-75.644,17.725,NA,"Eretmochelys imbricata"
"obis",-68.78,13.384,NA,"Eretmochelys imbricata"
"obis",-64.5,21.5,NA,"Eretmochelys imbricata"
"obis",-68.307,12.192,NA,"Eretmochelys imbricata"
"obis",-68.445,12.215,NA,"Eretmochelys imbricata"
"obis",-75.532,17.689,NA,"Eretmochelys imbricata"
"obis",-81.691,16.441,NA,"Eretmochelys imbricata"
"obis",-80.501,16.081,NA,"Eretmochelys imbricata"
"obis",-80.415,16.093,NA,"Eretmochelys imbricata"
"obis",-75.631,17.698,NA,"Eretmochelys imbricata"
"obis",-76.828,14.563,NA,"Eretmochelys imbricata"
"obis",-74.435,11.125,NA,"Eretmochelys imbricata"
"obis",-70.479,12.683,NA,"Eretmochelys imbricata"
"obis",-68.168,12.263,NA,"Eretmochelys imbricata"
"obis",-77.961,14.833,NA,"Eretmochelys imbricata"
"obis",-81.101,15.422,NA,"Eretmochelys imbricata"
"obis",-76.646,14.616,NA,"Eretmochelys imbricata"
"obis",-79.953,16.01,NA,"Eretmochelys imbricata"
"obis",-67.403,13.512,NA,"Eretmochelys imbricata"
"obis",-64.154,18.591,NA,"Eretmochelys imbricata"
"obis",-77.5,15.5,NA,"Eretmochelys imbricata"
"obis",-68.385,12.161,NA,"Eretmochelys imbricata"
"obis",-69.394,12.421,NA,"Eretmochelys imbricata"
"obis",-75.622,17.717,NA,"Eretmochelys imbricata"
"obis",-74.48,11.096,NA,"Eretmochelys imbricata"
"obis",-64.5,16.5,NA,"Eretmochelys imbricata"
"obis",-60.5,17.5,NA,"Eretmochelys imbricata"
"obis",-71.881,13.336,NA,"Eretmochelys imbricata"
"obis",-75.761,17.775,NA,"Eretmochelys imbricata"
"obis",-78.839,15.147,NA,"Eretmochelys imbricata"
"obis",-64.458,18.532,NA,"Eretmochelys imbricata"
"obis",-68.86,20.123,NA,"Eretmochelys imbricata"
"obis",-64.42,18.626,NA,"Eretmochelys imbricata"
"obis",-83.5,11.5,NA,"Eretmochelys imbricata"
"obis",-87.69945,18.71956,NA,"Eretmochelys imbricata"
"obis",-68.879,13.534,NA,"Eretmochelys imbricata"
"obis",-68.298,12.121,NA,"Eretmochelys imbricata"
"obis",-74.823,13.514,NA,"Eretmochelys imbricata"
"obis",-36.5,-20.5,NA,"Eretmochelys imbricata"
"obis",-68.874,20.124,NA,"Eretmochelys imbricata"
"obis",-66.5,18.5,NA,"Eretmochelys imbricata"
"obis",-16.5,-7.5,NA,"Eretmochelys imbricata"
"obis",-65.380988,18.110837,NA,"Eretmochelys imbricata"
"obis",-69.238,15.784,NA,"Eretmochelys imbricata"
"obis",-68.344,12.206,NA,"Eretmochelys imbricata"
"obis",-68.889,12.07,NA,"Eretmochelys imbricata"
"obis",-66.665,11.812,NA,"Eretmochelys imbricata"
"obis",-68.299,12.173,NA,"Eretmochelys imbricata"
"obis",-91.5,19.5,NA,"Eretmochelys imbricata"
"obis",-77.334,15.371,NA,"Eretmochelys imbricata"
"obis",-2.5,-8.5,NA,"Eretmochelys imbricata"
"obis",-3.5,-12.5,NA,"Eretmochelys imbricata"
"obis",-64.143,18.604,NA,"Eretmochelys imbricata"
"obis",-80.442,16.162,NA,"Eretmochelys imbricata"
"obis",-80.902,15.394,NA,"Eretmochelys imbricata"
"obis",48.5,28.5,NA,"Eretmochelys imbricata"
"obis",-80.438,16.085,NA,"Eretmochelys imbricata"
"obis",-65.302391,18.144327,NA,"Eretmochelys imbricata"
"obis",-71.639,15.492,NA,"Eretmochelys imbricata"
"obis",-75.736,17.82,NA,"Eretmochelys imbricata"
"obis",-75.638,17.699,NA,"Eretmochelys imbricata"
"obis",-67.968,11.433,NA,"Eretmochelys imbricata"
"obis",-65.320177,18.107113,NA,"Eretmochelys imbricata"
"obis",-75.651,17.705,NA,"Eretmochelys imbricata"
"obis",-75.495,17.646,NA,"Eretmochelys imbricata"
"obis",-69.031,12.063,NA,"Eretmochelys imbricata"
"obis",-69.145,15.744,NA,"Eretmochelys imbricata"
"obis",-75.64,17.706,NA,"Eretmochelys imbricata"
"obis",-75.324,17.99,NA,"Eretmochelys imbricata"
"obis",-75.547,17.771,NA,"Eretmochelys imbricata"
"obis",-68.29,12.154,NA,"Eretmochelys imbricata"
